id,lane,target_ns,stage
3690,2,17403303435,scored
3691,6,17404575257,scored
3692,15,17406982399,scored
3693,14,17408228566,scored
3694,12,17412625523,scored
3695,1,17415574772,scored
3696,11,17417194537,scored
3697,10,17419313041,scored
3698,3,17419344180,scored
3699,5,17422254371,scored
3700,7,17427187461,scored
3701,13,17427335143,scored
3702,4,17436529833,scored
3703,9,17443506223,scored
3704,2,17447517851,scored
3705,15,17449734234,scored
3706,6,17449827683,scored
3707,14,17449991096,scored
3708,8,17450817501,scored
3709,0,17451399054,scored
3710,12,17456789185,scored
3711,1,17459642547,scored
3712,5,17463719344,scored
3713,10,17464408052,scored
3714,7,17469379465,scored
3715,3,17470738423,scored
3716,13,17475802544,scored
3717,11,17477367172,scored
3718,4,17480259061,scored
3719,9,17486792489,scored
3720,2,17487959712,scored
3721,6,17492895603,scored
3722,14,17493351313,scored
3723,0,17496619066,scored
3724,8,17498301317,scored
3725,15,17505568572,scored
3726,1,17510132382,scored
3727,7,17510263521,scored
3728,12,17511715286,scored
3729,5,17512884474,scored
3730,10,17518412476,scored
3731,11,17518465003,scored
3732,3,17518592870,scored
3733,13,17519715109,scored
3734,4,17522416450,scored
3735,9,17527338189,scored
3736,2,17528767898,scored
3737,6,17534518113,scored
3738,14,17535624759,scored
3739,0,17540122951,scored
3740,8,17541657980,scored
3741,15,17547479425,scored
3742,1,17551536292,scored
3743,7,17551612028,scored
3744,12,17552002462,scored
3745,10,17563613232,scored
3746,13,17564907418,scored
3747,4,17565401182,scored
3748,5,17566434788,scored
3749,11,17566504980,scored
3750,9,17567921057,scored
3751,3,17569885489,scored
3752,2,17570871511,scored
3753,14,17576603991,scored
3754,0,17580811318,scored
3755,6,17582383435,scored
3756,8,17584155454,scored
3757,15,17588753773,scored
3758,1,17594231331,scored
3759,12,17595481669,scored
3760,7,17595625276,scored
3761,11,17607597639,scored
3762,9,17615822328,scored
3763,3,17617984516,scored
3764,13,17619753871,scored
3765,2,17620664452,scored
3766,4,17621108732,scored
3767,5,17623271406,scored
3768,8,17626006098,scored
3769,14,17626141527,scored
3770,10,17626794441,scored
3771,6,17631873125,scored
3772,0,17633313873,scored
3773,1,17636818244,scored
3774,7,17637739260,scored
3775,12,17639036716,scored
3776,15,17639198618,scored
3777,11,17649259041,scored
3778,9,17655889739,scored
3779,3,17658316491,scored
3780,13,17661863632,scored
3781,14,17666193912,scored
3782,5,17670055051,scored
3783,8,17670902820,scored
3784,4,17671931133,scored
3785,6,17673313359,scored
3786,0,17674250667,scored
3787,10,17677175060,scored
3788,1,17684557108,scored
3789,12,17686816005,scored
3790,2,17694959189,scored
3791,11,17697524223,scored
3792,3,17701399518,scored
3793,7,17701432300,scored
3794,15,17702545895,scored
3795,13,17705841726,scored
3796,8,17711040044,scored
3797,9,17711590463,scored
3798,4,17712732189,scored
3799,0,17716099274,scored
3800,14,17721017226,scored
3801,10,17725554870,scored
3802,5,17725727757,scored
3803,6,17727680135,scored
3804,1,17728408931,scored
3805,12,17732220381,scored
3806,2,17735200128,scored
3807,7,17743780412,scored
3808,15,17748941828,scored
3809,11,17749417558,scored
3810,13,17751236023,scored
3811,0,17756818003,scored
3812,3,17757304663,scored
3813,8,17759062755,scored
3814,4,17760920403,scored
3815,9,17763753597,scored
3816,14,17764926875,scored
3817,10,17765673520,scored
3818,5,17766000686,scored
3819,6,17767953930,scored
3820,1,17768894470,scored
3821,2,17776224050,scored
3822,12,17777478564,scored
3823,7,17788607926,scored
3824,11,17789473399,scored
3825,15,17792021706,scored
3826,13,17792752467,scored
3827,3,17797553802,scored
3828,0,17797741823,scored
3829,8,17799365227,scored
3830,4,17803026202,scored
3831,6,17808688753,scored
3832,9,17808726213,scored
3833,14,17815421281,scored
3834,5,17815668882,scored
3835,1,17817013910,scored
3836,2,17817477654,scored
3837,10,17820728319,scored
3838,12,17822700443,scored
3839,7,17829432134,scored
3840,11,17830947684,scored
3841,15,17832568785,scored
3842,13,17833105171,scored
3843,3,17837619434,scored
3844,0,17839296300,scored
3845,4,17844851549,scored
3846,8,17845487013,scored
3847,6,17851386314,scored
3848,9,17854750736,scored
3849,1,17862602667,scored
3850,10,17867346444,scored
3851,14,17868431197,scored
3852,5,17869230158,scored
3853,7,17873015825,scored
3854,13,17873487414,scored
3855,12,17876801421,scored
3856,2,17880479577,scored
3857,0,17880625701,scored
3858,11,17881285368,scored
3859,15,17884145508,scored
3860,4,17885765895,scored
3861,3,17886111639,scored
3862,8,17887295503,scored
3863,6,17894376053,scored
3864,9,17899896250,scored
3865,1,17903040632,scored
3866,10,17908153599,scored
3867,14,17909059716,scored
3868,5,17910981866,scored
3869,7,17921235000,scored
3870,11,17922308854,scored
3871,0,17922491558,scored
3872,3,17930492257,scored
3873,8,17938754488,scored
3874,2,17939337438,scored
3875,13,17941406347,scored
3876,9,17941638001,scored
3877,4,17942217519,scored
3878,6,17944170261,scored
3879,12,17945169594,scored
3880,15,17947945457,scored
3881,10,17950535941,scored
3882,14,17951348302,scored
3883,5,17960417237,scored
3884,11,17970888492,scored
3885,0,17971975481,scored
3886,7,17972809166,scored
3887,3,17977627181,scored
3888,1,17979254180,scored
3889,8,17983427760,scored
3890,2,17984979274,scored
3891,4,17990008729,scored
3892,14,17991777394,scored
3893,13,17994451779,scored
3894,9,17995344892,scored
3895,10,17996232032,scored
3896,12,17996926832,scored
3897,6,17999324079,scored
3898,15,18004403754,scored
3899,5,18018699644,scored
3900,3,18020945885,scored
3901,0,18021857988,scored
3902,7,18023252652,scored
3903,1,18025601852,scored
3904,8,18026545405,scored
3905,11,18030370820,scored
3906,2,18030615223,scored
3907,4,18035000458,scored
3908,14,18035557569,scored
3909,12,18038311428,scored
3910,10,18040374321,scored
3911,6,18043351133,scored
3912,9,18047799000,scored
3913,13,18051362681,scored
3914,15,18052576811,scored
3915,5,18059920922,scored
3916,3,18061878150,scored
3917,1,18066338468,scored
3918,0,18070662499,scored
3919,2,18071916111,scored
3920,11,18075002109,scored
3921,8,18075553519,scored
3922,12,18081480389,scored
3923,14,18082436652,scored
3924,6,18083623250,scored
3925,10,18084615373,scored
3926,4,18088253277,scored
3927,15,18094439231,scored
3928,9,18097094288,scored
3929,13,18098140148,scored
3930,7,18100776741,scored
3931,5,18101244820,scored
3932,3,18103127204,scored
3933,1,18110556522,scored
3934,2,18113738064,scored
3935,11,18115977348,scored
3936,8,18120473011,scored
3937,14,18122761866,scored
3938,12,18123638297,scored
3939,0,18125105134,scored
3940,6,18125976370,scored
3941,10,18126075786,scored
3942,4,18129289721,scored
3943,15,18137236911,scored
3944,9,18138997243,scored
3945,7,18143941544,scored
3946,5,18150373880,scored
3947,3,18151491673,scored
3948,2,18161727105,scored
3949,13,18163187156,scored
3950,10,18168975419,scored
3951,8,18171983845,scored
3952,6,18172323990,scored
3953,4,18175060347,scored
3954,1,18176673862,scored
3955,12,18177710878,scored
3956,0,18181917235,scored
3957,11,18185070745,scored
3958,14,18187407977,scored
3959,15,18191236326,scored
3960,5,18193765317,scored
3961,2,18204507958,scored
3962,13,18204521736,scored
3963,7,18209859381,scored
3964,6,18214277439,scored
3965,8,18216282103,scored
3966,1,18221014432,scored
3967,9,18222043957,scored
3968,12,18223024013,scored
3969,0,18223120080,scored
3970,4,18225432363,scored
3971,11,18227326847,scored
3972,14,18227761471,scored
3973,5,18236043258,scored
3974,10,18241114358,scored
3975,2,18244692284,scored
3976,13,18245330023,scored
3977,7,18250063379,scored
3978,3,18251387763,scored
3979,15,18252612238,scored
3980,6,18255977869,scored
3981,8,18258338794,scored
3982,1,18262878399,scored
3983,0,18263423313,scored
3984,12,18264116256,scored
3985,4,18266105537,scored
3986,14,18268566192,scored
3987,11,18270490768,scored
3988,9,18272125046,scored
3989,5,18278044545,scored
3990,10,18282186989,scored
3991,2,18286191036,scored
3992,13,18288651508,scored
3993,3,18291520301,scored
3994,15,18295758213,scored
3995,7,18299407422,scored
3996,6,18303893055,scored
3997,0,18304650345,scored
3998,8,18308344145,scored
3999,4,18310396909,scored
4000,11,18311075776,scored
4001,14,18312091391,scored
4002,9,18312271260,scored
4003,12,18312297461,scored
4004,5,18319533589,scored
4005,1,18321347526,scored
4006,10,18325131054,scored
4007,2,18328536515,scored
4008,13,18329767344,scored
4009,3,18332329215,scored
4010,15,18340116628,scored
4011,7,18343169344,scored
4012,8,18348801016,scored
4013,6,18348939594,scored
4014,14,18355370263,scored
4015,9,18355726195,scored
4016,5,18360447075,scored
4017,0,18361835773,scored
4018,10,18367862746,scored
4019,1,18368031675,scored
4020,12,18368302838,scored
4021,4,18368828583,scored
4022,11,18369399562,scored
4023,2,18370889703,scored
4024,3,18374605614,scored
4025,13,18378213770,scored
4026,15,18387140209,scored
4027,8,18389572546,scored
4028,7,18390252320,scored
4029,6,18391737649,scored
4030,14,18397943386,scored
4031,9,18399725935,scored
4032,0,18402245993,scored
4033,5,18406009217,scored
4034,10,18408082391,scored
4035,11,18410248032,scored
4036,4,18412055025,scored
4037,12,18413913785,scored
4038,2,18415776187,scored
4039,1,18418959591,scored
4040,13,18419826425,scored
4041,3,18420077765,scored
4042,15,18427376423,scored
4043,7,18430257509,scored
4044,6,18431792933,scored
4045,8,18434098827,scored
4046,14,18438525187,scored
4047,10,18448339783,scored
4048,5,18450980717,scored
4049,9,18451258868,scored
4050,12,18457833545,scored
4051,11,18459651377,scored
4052,4,18463401025,scored
4053,3,18465425194,scored
4054,1,18465766652,scored
4055,0,18469620593,scored
4056,13,18472808395,scored
4057,7,18482043499,scored
4058,6,18483472873,scored
4059,8,18484368955,scored
4060,15,18485700277,scored
4061,2,18487449363,scored
4062,14,18488364426,scored
4063,5,18492476612,scored
4064,10,18496837553,scored
4065,9,18498315402,scored
4066,12,18500015061,scored
4067,11,18501908015,scored
4068,1,18508638262,scored
4069,4,18511277695,scored
4070,0,18518868105,scored
4071,3,18520430259,scored
4072,13,18520666040,scored
4073,7,18524179007,scored
4074,8,18524569462,scored
4075,6,18526589136,scored
4076,15,18527910495,scored
4077,2,18528187763,scored
4078,14,18534273961,scored
4079,5,18535537790,scored
4080,10,18537116220,scored
4081,11,18541980673,scored
4082,9,18544159144,scored
4083,12,18544718477,scored
4084,1,18555318646,scored
4085,4,18556802503,scored
4086,15,18576654523,scored
4087,0,18577706504,scored
4088,3,18577904051,scored
4089,7,18577914402,scored
4090,13,18584141282,scored
4091,9,18585324885,scored
4092,8,18589967586,scored
4093,6,18591217143,scored
4094,12,18593456498,scored
4095,5,18596009590,scored
4096,4,18597634547,scored
4097,10,18598747308,scored
4098,2,18602770791,scored
4099,14,18604946182,scored
4100,1,18605051967,scored
4101,11,18605551428,scored
4102,15,18617695704,scored
4103,0,18618813838,scored
4104,7,18619840250,scored
4105,3,18619846167,scored
4106,13,18628131993,scored
4107,8,18634943390,scored
4108,12,18635137835,scored
4109,5,18636473713,scored
4110,10,18641148900,scored
4111,6,18641348750,scored
4112,4,18642313999,scored
4113,9,18642436146,scored
4114,14,18645924449,scored
4115,2,18646015418,scored
4116,1,18646367718,scored
4117,11,18647184444,scored
4118,15,18657898561,scored
4119,3,18661739916,scored
4120,7,18666760603,scored
4121,0,18667488916,scored
4122,13,18670849053,scored
4123,8,18675104843,scored
4124,12,18677925627,scored
4125,5,18679964074,scored
4126,6,18681995872,scored
4127,4,18686212772,scored
4128,2,18690424421,scored
4129,10,18691112537,scored
4130,9,18692698263,scored
4131,1,18694027997,scored
4132,11,18695865056,scored
4133,14,18696927711,scored
4134,15,18698121598,scored
4135,3,18701757919,scored
4136,7,18706850723,scored
4137,0,18709144055,scored
4138,6,18725907340,scored
4139,5,18726393856,scored
4140,13,18728436534,scored
4141,14,18742479868,scored
4142,12,18743829888,scored
4143,1,18743902360,scored
4144,10,18746384758,scored
4145,3,18753648174,scored
4146,0,18754268960,scored
4147,9,18756438495,scored
4148,2,18763816151,scored
4149,4,18764248737,scored
4150,11,18766095842,scored
4151,8,18769167351,scored
4152,15,18770962969,scored
4153,7,18773894430,scored
4154,13,18774398789,scored
4155,6,18777507901,scored
4156,5,18778459763,scored
4157,14,18785668549,scored
4158,3,18796580401,scored
4159,10,18797335542,scored
4160,0,18797816636,scored
4161,1,18798636826,scored
4162,9,18798658529,scored
4163,12,18800361640,scored
4164,4,18805231016,scored
4165,2,18807353593,scored
4166,8,18809743286,scored
4167,11,18810390121,scored
4168,15,18811242143,scored
4169,13,18816587817,scored
4170,6,18822723591,scored
4171,5,18823943831,scored
4172,14,18826462420,scored
4173,7,18828894618,scored
4174,1,18842659721,scored
4175,2,18847935004,scored
4176,4,18849741815,scored
4177,13,18857048538,scored
4178,9,18857746185,scored
4179,10,18860679585,scored
4180,0,18873806211,scored
4181,7,18877873094,scored
4182,12,18885945944,scored
4183,5,18887820575,scored
4184,15,18890211431,scored
4185,1,18892845092,scored
4186,8,18896448100,scored
4187,2,18897790241,scored
4188,13,18898075632,scored
4189,3,18900325960,scored
4190,10,18907717416,scored
4191,14,18909638162,scored
4192,4,18910751600,scored
4193,9,18911357923,scored
4194,6,18912571402,scored
4195,0,18914405448,scored
4196,11,18914502491,scored
4197,7,18921828653,scored
4198,12,18926225436,scored
4199,5,18927937048,scored
4200,15,18932022016,scored
4201,13,18943516657,scored
4202,2,18945456282,scored
4203,1,18946845104,scored
4204,8,18948078772,scored
4205,10,18950427304,scored
4206,4,18951752304,scored
4207,9,18955480448,scored
4208,14,18955488646,scored
4209,6,18956963732,scored
4210,11,18957327559,scored
4211,0,18958776718,scored
4212,3,18961351119,scored
4213,7,18967777693,scored
4214,15,18974207832,scored
4215,12,18977626313,scored
4216,5,18977935689,scored
4217,13,18984934014,scored
4218,2,18985632310,scored
4219,1,18987611582,scored
4220,10,18996305324,scored
4221,9,19004881963,scored
4222,6,19010680757,scored
4223,14,19010750167,scored
4224,3,19015542393,scored
4225,15,19016875687,scored
4226,8,19019433372,scored
4227,5,19020379784,scored
4228,7,19020418968,scored
4229,11,19021128389,scored
4230,0,19021592010,scored
4231,12,19025462547,scored
4232,4,19025936152,scored
4233,13,19029964850,scored
4234,2,19030485005,scored
4235,1,19030544720,scored
4236,10,19036406268,scored
4237,9,19046789158,scored
4238,6,19051360414,scored
4239,14,19051499613,scored
4240,3,19060211500,scored
4241,15,19063506657,scored
4242,8,19065283041,scored
4243,7,19065478326,scored
4244,12,19065611708,scored
4245,0,19065667823,scored
4246,11,19065906410,scored
4247,13,19070981175,scored
4248,1,19074023549,scored
4249,5,19074716466,scored
4250,10,19076715717,scored
4251,4,19084392569,scored
4252,2,19085518431,scored
4253,9,19086943077,scored
4254,6,19093474814,scored
4255,14,19094565327,scored
4256,3,19100660676,scored
4257,15,19104956929,scored
4258,8,19107162223,scored
4259,0,19109025958,scored
4260,12,19111240514,scored
4261,7,19112729094,scored
4262,5,19115519325,scored
4263,11,19116361048,scored
4264,10,19118894932,scored
4265,1,19118946428,scored
4266,2,19126588231,scored
4267,9,19127438370,scored
4268,4,19129302394,scored
4269,13,19130781206,scored
4270,6,19133987955,scored
4271,14,19139818460,scored
4272,3,19143800399,scored
4273,15,19150656665,scored
4274,12,19155595381,scored
4275,5,19157884695,scored
4276,8,19160629084,scored
4277,10,19160853544,scored
4278,1,19163507481,scored
4279,7,19164697105,scored
4280,11,19165437965,scored
4281,0,19165564102,scored
4282,2,19166959374,scored
4283,9,19168016550,scored
4284,4,19171016348,scored
4285,13,19171592269,scored
4286,6,19178176651,scored
4287,14,19182430104,scored
4288,3,19184417684,scored
4289,15,19194289820,scored
4290,12,19197831780,scored
4291,5,19200220216,scored
4292,8,19200813138,scored
4293,10,19201554840,scored
4294,1,19203610005,scored
4295,11,19207328956,scored
4296,2,19210120232,scored
4297,7,19212112470,scored
4298,0,19212772201,scored
4299,4,19214653400,scored
4300,9,19218001995,scored
4301,13,19218021950,scored
4302,6,19218795822,scored
4303,14,19223050956,scored
4304,3,19224966480,scored
4305,15,19234856723,scored
4306,12,19241352751,scored
4307,8,19241833796,scored
4308,5,19242714039,scored
4309,10,19243960432,scored
4310,1,19251713974,scored
4311,0,19263304191,scored
4312,6,19265239589,scored
4313,9,19265928483,scored
4314,13,19266162722,scored
4315,11,19266331674,scored
4316,14,19270518915,scored
4317,7,19279611907,scored
4318,8,19282310740,scored
4319,4,19285690609,scored
4320,12,19285871342,scored
4321,2,19286620320,scored
4322,15,19288112765,scored
4323,3,19288527296,scored
4324,10,19288967728,scored
4325,5,19289402216,scored
4326,1,19292723761,scored
4327,13,19307014185,scored
4328,9,19307274807,scored
4329,0,19320394079,scored
4330,8,19324751469,scored
4331,6,19329848591,scored
4332,11,19333174652,scored
4333,3,19341857907,scored
4334,12,19342784006,scored
4335,13,19347870052,scored
4336,7,19349356989,scored
4337,5,19354476210,scored
4338,1,19354609277,scored
4339,9,19366080349,scored
4340,15,19367513991,scored
4341,10,19370766692,scored
4342,0,19375432339,scored
4343,14,19378549325,scored
4344,8,19381485915,scored
4345,4,19382225709,scored
4346,6,19385630346,scored
4347,2,19386434916,scored
4348,12,19387343483,scored
4349,3,19388499877,scored
4350,13,19394019506,scored
4351,7,19394174277,scored
4352,11,19398635507,scored
4353,1,19400703960,scored
4354,5,19401869246,scored
4355,9,19407385515,scored
4356,15,19409731838,scored
4357,14,19418775441,scored
4358,10,19419743114,scored
4359,0,19421419979,scored
4360,8,19430374682,scored
4361,13,19436483997,scored
4362,7,19437773724,scored
4363,6,19444176039,scored
4364,1,19449291906,scored
4365,12,19449556388,scored
4366,9,19449823619,scored
4367,15,19451871278,scored
4368,5,19453869875,scored
4369,4,19455056957,scored
4370,2,19456617179,scored
4371,11,19459923865,scored
4372,10,19460293945,scored
4373,3,19462026175,scored
4374,14,19462807583,scored
4375,8,19470647222,scored
4376,0,19475154353,scored
4377,7,19478365407,scored
4378,13,19478727680,scored
4379,6,19484525163,scored
4380,9,19490640952,scored
4381,1,19491459783,scored
4382,12,19494249625,scored
4383,15,19494497282,scored
4384,5,19495224964,scored
4385,2,19497004056,scored
4386,4,19498290102,scored
4387,10,19504350370,scored
4388,14,19506945651,scored
4389,11,19510251983,scored
4390,3,19510840412,scored
4391,8,19515135760,scored
4392,0,19516825786,scored
4393,7,19520956976,scored
4394,13,19521120362,scored
4395,6,19526576759,scored
4396,15,19534781458,scored
4397,1,19535917465,scored
4398,9,19539763178,scored
4399,2,19540321800,scored
4400,12,19540986762,scored
4401,4,19541675649,scored
4402,11,19551876825,scored
4403,14,19552288535,scored
4404,3,19553473318,scored
4405,5,19554921622,scored
4406,10,19558631406,scored
4407,0,19559278760,scored
4408,13,19561713733,scored
4409,8,19562551877,scored
4410,6,19568885092,scored
4411,7,19569932398,scored
4412,9,19580446049,scored
4413,1,19582449280,scored
4414,4,19584271463,scored
4415,12,19591037396,scored
4416,2,19591715526,scored
4417,10,19600928573,scored
4418,13,19609230594,scored
4419,3,19611261760,scored
4420,8,19611884122,scored
4421,7,19614576699,scored
4422,0,19615209838,scored
4423,11,19617943558,scored
4424,5,19620088482,scored
4425,15,19621216893,scored
4426,6,19622773275,scored
4427,4,19627355622,scored
4428,1,19629585592,scored
4429,9,19631448464,scored
4430,14,19636983348,scored
4431,10,19642276014,scored
4432,2,19643085234,scored
4433,12,19646837997,scored
4434,8,19653203484,scored
4435,0,19659383371,scored
4436,6,19669524661,scored
4437,5,19669880391,scored
4438,3,19669894385,scored
4439,15,19670702032,scored
4440,13,19670705935,scored
4441,7,19673312618,scored
4442,9,19674699415,scored
4443,11,19679494281,scored
4444,1,19679993473,scored
4445,4,19681345512,scored
4446,2,19684446439,scored
4447,10,19685076197,scored
4448,14,19686446572,scored
4449,12,19687909438,scored
4450,8,19693477665,scored
4451,0,19702692498,scored
4452,7,19717936320,scored
4453,6,19718509553,scored
4454,15,19719648554,scored
4455,13,19719658505,scored
4456,11,19719976300,scored
4457,3,19722936663,scored
4458,5,19725901340,scored
4459,1,19728122520,scored
4460,14,19728200705,scored
4461,9,19728794304,scored
4462,2,19729231070,scored
4463,4,19730289035,scored
4464,10,19730324090,scored
4465,12,19730379340,scored
4466,8,19734729210,scored
4467,0,19745160222,scored
4468,11,19760923657,scored
4469,13,19764605068,scored
4470,3,19770090237,scored
4471,5,19772066217,scored
4472,6,19772269473,scored
4473,14,19778466521,scored
4474,4,19781855199,scored
4475,12,19782514352,scored
4476,7,19790296840,scored
4477,1,19791546305,scored
4478,8,19792838483,scored
4479,9,19794507890,scored
4480,10,19794741342,scored
4481,2,19796625506,scored
4482,15,19801091419,scored
4483,0,19801996905,scored
4484,11,19804737754,scored
4485,13,19805584977,scored
4486,5,19813764058,scored
4487,3,19816060268,scored
4488,14,19819895445,scored
4489,6,19820555024,scored
4490,12,19823110906,scored
4491,4,19829666081,scored
4492,8,19837578054,scored
4493,15,19844506528,scored
4494,0,19847827611,scored
4495,13,19848838091,scored
4496,10,19855476101,scored
4497,5,19856116055,scored
4498,7,19858165592,scored
4499,14,19860254690,scored
4500,11,19864735196,scored
4501,1,19868000949,scored
4502,6,19868304307,scored
4503,3,19869919539,scored
4504,12,19871294669,scored
4505,4,19872151779,scored
4506,9,19872557629,scored
4507,2,19875418651,scored
4508,8,19877761808,scored
4509,13,19890339279,scored
4510,0,19890899186,scored
4511,15,19892318485,scored
4512,10,19906659110,scored
4513,7,19907056653,scored
4514,5,19909199974,scored
4515,6,19912107324,scored
4516,12,19916150118,scored
4517,4,19916398831,scored
4518,14,19917006972,scored
4519,11,19919286128,scored
4520,8,19920759338,scored
4521,3,19924096166,scored
4522,2,19924152430,scored
4523,1,19925790471,scored
4524,9,19926541052,scored
4525,0,19934230667,scored
4526,13,19944608666,scored
4527,15,19950567137,scored
4528,5,19951181176,scored
4529,7,19955462224,scored
4530,12,19957696812,scored
4531,14,19958550822,scored
4532,2,19965177394,scored
4533,6,19966585065,scored
4534,9,19967951197,scored
4535,8,19970093010,scored
4536,11,19978863121,scored
4537,0,19980642799,scored
4538,10,19984118545,scored
4539,4,19992979083,scored
4540,13,19997205255,scored
4541,7,19999113618,scored
4542,1,20001975917,scored
4543,15,20009189599,scored
4544,3,20011063176,scored
4545,9,20011098626,scored
4546,2,20014777679,scored
4547,12,20019188421,scored
4548,8,20024716558,scored
4549,11,20030025510,scored
4550,4,20035974991,scored
4551,10,20036390841,scored
4552,6,20039093362,scored
4553,13,20039095798,scored
4554,0,20039149853,scored
4555,5,20043016666,scored
4556,7,20044047684,scored
4557,1,20044409930,scored
4558,14,20045339978,scored
4559,15,20049698626,scored
4560,3,20051873671,scored
4561,9,20052312481,scored
4562,2,20055464007,scored
4563,12,20060574170,scored
4564,8,20065075596,scored
4565,11,20071319739,scored
4566,0,20081406935,scored
4567,4,20082296520,scored
4568,6,20083446530,scored
4569,14,20085353751,scored
4570,7,20088425953,scored
4571,13,20090711471,scored
4572,15,20091220234,scored
4573,3,20093302798,scored
4574,1,20093569579,scored
4575,10,20098890112,scored
4576,5,20099466447,scored
4577,8,20107820321,scored
4578,2,20107975158,scored
4579,11,20112479263,scored
4580,9,20112676713,scored
4581,12,20113304110,scored
4582,0,20121672196,scored
4583,6,20123459089,scored
4584,14,20136479333,scored
4585,3,20136550579,scored
4586,10,20140626808,scored
4587,1,20147324843,scored
4588,4,20152653752,scored
4589,12,20154753242,scored
4590,8,20158644453,scored
4591,2,20162301850,scored
4592,9,20169130955,scored
4593,5,20171198784,scored
4594,0,20171847323,scored
4595,7,20177138437,scored
4596,11,20177153754,scored
4597,13,20180267390,scored
4598,3,20188349489,scored
4599,10,20194173426,scored
4600,6,20196885262,scored
4601,12,20197618974,scored
4602,1,20205804149,scored
4603,2,20208977504,scored
4604,15,20210936359,scored
4605,4,20212192177,scored
4606,0,20212774904,scored
4607,8,20217038519,scored
4608,5,20219609304,scored
4609,11,20223026325,scored
4610,13,20227028774,scored
4611,7,20231202467,scored
4612,9,20231584649,scored
4613,14,20232046423,scored
4614,3,20235074504,scored
4615,10,20238154724,scored
4616,6,20244373105,scored
4617,4,20253716570,scored
4618,5,20262551605,scored
4619,8,20263246159,scored
4620,1,20267284635,scored
4621,0,20267652255,scored
4622,15,20267977291,scored
4623,11,20268916124,scored
4624,12,20269233709,scored
4625,13,20271758218,scored
4626,14,20274321179,scored
4627,9,20274761057,scored
4628,3,20280931658,scored
4629,2,20287810017,scored
4630,10,20288245992,scored
4631,7,20288499963,scored
4632,6,20289236120,scored
4633,4,20294019427,scored
4634,8,20303256442,scored
4635,5,20305661215,scored
4636,1,20307395535,scored
4637,15,20309035809,scored
4638,13,20315082618,scored
4639,12,20318693977,scored
4640,9,20323808405,scored
4641,11,20323961440,scored
4642,14,20324244282,scored
4643,3,20324363992,scored
4644,0,20327458459,scored
4645,2,20329745651,scored
4646,7,20337352340,scored
4647,10,20337518929,scored
4648,6,20338460751,scored
4649,4,20339583596,scored
4650,8,20344111565,scored
4651,5,20348221222,scored
4652,1,20352275867,scored
4653,15,20353201150,scored
4654,13,20358540030,scored
4655,12,20366808047,scored
4656,11,20368491714,scored
4657,0,20374256347,scored
4658,2,20380253360,scored
4659,6,20381169863,scored
4660,3,20384550115,scored
4661,4,20387203866,scored
4662,10,20389500052,scored
4663,9,20389937166,scored
4664,7,20392795344,scored
4665,14,20398378676,scored
4666,15,20401191739,scored
4667,8,20403425558,scored
4668,13,20403873972,scored
4669,1,20405100223,scored
4670,5,20406728596,scored
4671,12,20409500500,scored
4672,11,20410139970,scored
4673,0,20414263270,scored
4674,2,20420539591,scored
4675,6,20424351152,scored
4676,3,20427724607,scored
4677,10,20430683674,scored
4678,9,20432600968,scored
4679,7,20435497858,scored
4680,4,20435886565,scored
4681,14,20442728647,scored
4682,8,20446830195,scored
4683,1,20446855342,scored
4684,11,20450431304,scored
4685,5,20450767452,scored
4686,12,20451061294,scored
4687,15,20451798829,scored
4688,13,20455137336,scored
4689,0,20457261330,scored
4690,2,20463528470,scored
4691,3,20468165845,scored
4692,6,20469912339,scored
4693,9,20473989456,scored
4694,10,20475532833,scored
4695,7,20475855219,scored
4696,4,20478963162,scored
4697,14,20482966993,scored
4698,15,20493581284,scored
4699,8,20494312191,scored
4700,13,20495652548,scored
4701,11,20498385834,scored
4702,5,20502745663,scored
4703,1,20504499376,scored
4704,12,20505237524,scored
4705,2,20505359289,scored
4706,0,20508156192,scored
4707,3,20508709552,scored
4708,6,20514718108,scored
4709,9,20514966543,scored
4710,4,20521841288,scored
4711,10,20527808702,scored
4712,8,20536150782,scored
4713,15,20536999098,scored
4714,7,20538829170,scored
4715,1,20545819393,scored
4716,13,20552261474,scored
4717,10,20568236995,scored
4718,11,20568944234,scored
4719,6,20569337187,scored
4720,12,20569994135,scored
4721,0,20575641178,scored
4722,5,20580294100,scored
4723,3,20581296212,scored
4724,8,20582274933,scored
4725,7,20583318883,scored
4726,15,20583899118,scored
4727,9,20584654544,scored
4728,2,20585595081,scored
4729,4,20590995248,scored
4730,13,20593894480,scored
4731,14,20599370285,scored
4732,1,20599832011,scored
4733,10,20608867838,scored
4734,11,20609048244,scored
4735,6,20609474249,scored
4736,12,20610719448,scored
4737,0,20617728276,scored
4738,3,20622798686,scored
4739,2,20625932884,scored
4740,5,20626108786,scored
4741,8,20626223805,scored
4742,9,20629403778,scored
4743,7,20636488616,scored
4744,14,20640392574,scored
4745,15,20645189898,scored
4746,4,20648380349,scored
4747,13,20650295198,scored
4748,12,20653378840,scored
4749,11,20654725028,scored
4750,1,20655225877,scored
4751,6,20655954750,scored
4752,10,20655967925,scored
4753,0,20658353031,scored
4754,5,20667739831,scored
4755,9,20679010901,scored
4756,8,20679431573,scored
4757,14,20683399770,scored
4758,2,20683401608,scored
4759,7,20693759827,scored
4760,13,20697486794,scored
4761,1,20698154322,scored
4762,4,20698957299,scored
4763,0,20700482698,scored
4764,15,20703623214,scored
